Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,TotalPages,TotalDuration,AvgTimePerPage,VisitorType_Weekend
0,0.0,0,0.0,3.091042453358316,7.029604111849672,0.0,0.013043478,1.5444514652859838,0.0,Dec,2,2,1,2,Returning_Visitor,False,3.091042453358316,7.029604111849672,53.74206347619048,Returning_Visitor_False
3,3.828641396489095,1,4.477336814478207,3.295836866004329,6.187921833091217,0.008,0.016,0.0,0.0,May,1,1,1,2,Returning_Visitor,True,3.4339872044851463,6.42783598489516,20.594444443333334,Returning_Visitor_True
7,4.639571612705423,0,0.0,2.302585092994046,4.185859671057874,0.0,0.027272727,0.0,0.0,Nov,2,2,5,2,New_Visitor,False,2.833213344056216,5.125450968524837,10.453125,New_Visitor_False
1,2.0794415416798357,0,0.0,3.4011973816621555,6.810767025369185,0.0,0.006896552,0.0,0.0,Mar,4,1,1,2,New_Visitor,True,3.4339872044851463,6.81845036479115,30.452222223333333,New_Visitor_True
2,4.197201947661808,0,0.0,2.4849066497880004,5.575949103146316,0.0,0.016666667,3.8566807460866395,0.0,Nov,2,2,1,2,Returning_Visitor,False,2.6390573296152584,5.797576353942562,25.26923076923077,Returning_Visitor_False
2,4.110873864173311,0,0.0,3.044522437723423,6.577328067702972,0.0,0.004761905,4.1140618814678875,0.0,Mar,2,5,9,2,Returning_Visitor,False,3.1354942159291497,6.657518840932352,35.34621212272727,Returning_Visitor_False
0,0.0,0,0.0,2.6390573296152584,5.627621113690637,0.0,0.015384615,0.0,0.0,Nov,4,1,1,8,Returning_Visitor,False,2.6390573296152584,5.627621113690637,21.307692307692307,Returning_Visitor_False
1,3.186352633162641,0,0.0,3.1780538303479458,5.673323267171493,0.0,0.033333333,0.0,0.0,Jul,2,2,8,3,Returning_Visitor,False,3.2188758248682006,5.750029725821521,13.049999999999999,Returning_Visitor_False
0,0.0,1,3.960813169597578,3.4657359027997265,6.4293161709153,0.003225806,0.027956989,0.0,0.0,Nov,2,2,1,13,Returning_Visitor,False,3.4965075614664802,6.509141645823075,20.9453125,Returning_Visitor_False
2,2.7982970791530337,6,5.086566998857297,2.1972245773362196,4.972125439103433,0.013333333,0.045238095,0.0,0.0,Nov,1,1,4,2,Returning_Visitor,False,2.833213344056216,5.770142252766738,19.973958329375,Returning_Visitor_False
2,3.616308761279101,3,3.970291913552122,1.6094379124341003,3.8918202981106265,0.057142857,0.057142857,0.0,0.0,Jul,1,1,1,4,Returning_Visitor,True,2.302585092994046,4.921439715291784,15.133333333333333,Returning_Visitor_True
2,2.4849066497880004,0,0.0,2.4849066497880004,6.884486652042782,0.024358974,0.044688645,0.0,0.0,Dec,1,1,1,1,Returning_Visitor,False,2.6390573296152584,6.895682697747868,75.92307692307692,Returning_Visitor_False
5,5.469114437490037,0,0.0,3.7376696182833684,7.57905724741912,0.0,0.002439024,3.0946633844133267,0.0,May,1,1,6,2,Returning_Visitor,False,3.8501476017100584,7.693040948028776,47.652898543478265,Returning_Visitor_False
4,3.332204510175204,0,0.0,2.302585092994046,4.385146762010125,0.0,0.046153846,0.0,0.0,Nov,2,2,3,1,Returning_Visitor,False,2.6390573296152584,4.675162557808126,8.173076923076923,Returning_Visitor_False
4,4.351567427189173,7,4.505718106979613,4.477336814478207,8.326554594289286,0.006593407,0.037080939,0.0,0.0,Sep,2,2,1,3,Returning_Visitor,False,4.59511985013459,8.365972403305012,43.84989160540817,Returning_Visitor_False
5,4.133565275375382,1,0.0,2.1972245773362196,3.4995332823830174,0.028571429,0.064285714,0.0,0.0,Nov,3,2,3,1,Returning_Visitor,False,2.70805020110221,4.548599834499697,6.678571428571429,Returning_Visitor_False
4,3.856510295497887,0,0.0,1.0986122886681098,3.171085160891992,0.0,0.033333333,0.0,0.0,Nov,2,2,6,2,New_Visitor,True,1.9459101490553132,4.250398192147917,11.522222221666667,New_Visitor_True
5,4.297285406218791,0,0.0,3.58351893845611,7.795980842587949,0.0,0.023684211,4.639496429202887,0.0,Nov,2,2,2,1,Returning_Visitor,False,3.713572066704308,7.825370133818423,62.5578125,Returning_Visitor_False
2,5.594711379601839,2,4.442651256490317,3.8501476017100584,7.42694581927809,0.012,0.026,0.0,0.0,Nov,3,2,1,13,Returning_Visitor,True,3.9318256327243257,7.617103839044079,40.63333334,Returning_Visitor_True
5,4.5217885770490405,2,5.454466049037968,5.5093883366279774,9.130037868700358,0.006425703,0.024959839,0.0,0.0,Oct,4,1,4,3,Returning_Visitor,True,5.537334267018537,9.16452378239345,37.75166572727273,Returning_Visitor_True
0,0.0,0,0.0,2.1972245773362196,1.791759469228055,0.15,0.175,0.0,0.4,May,2,2,1,11,Returning_Visitor,False,2.1972245773362196,1.791759469228055,0.625,Returning_Visitor_False
0,0.0,0,0.0,2.995732273553991,5.849708951964664,0.0,0.039473684,0.0,0.0,Aug,2,2,1,3,Returning_Visitor,False,2.995732273553991,5.849708951964664,18.217543857894736,Returning_Visitor_False
0,0.0,0,0.0,2.0794415416798357,5.288267030694535,0.0,0.042857143,0.0,0.0,Dec,2,2,3,2,New_Visitor,False,2.0794415416798357,5.288267030694535,28.142857142857142,New_Visitor_False
3,2.6625878267928944,4,4.241326752570746,4.290459441148391,7.379850469388065,0.002747253,0.038988095,0.0,0.0,Nov,2,2,3,2,Returning_Visitor,False,4.382026634673881,7.429629640031032,21.31877637126582,Returning_Visitor_False
1,3.186352633162641,0,0.0,3.2188758248682006,6.559001262505259,0.0,0.011538462,2.72264291826332,0.0,Aug,2,2,2,1,Returning_Visitor,False,3.258096538021482,6.591353607660472,29.110666668000004,Returning_Visitor_False
2,4.248495242049359,2,4.532599493153256,3.6375861597263857,6.682054890368511,0.0,0.0242741,1.6050837313310067,0.0,Mar,2,2,7,2,Returning_Visitor,False,3.7376696182833684,6.865846384520918,23.364808363414635,Returning_Visitor_False
5,4.604336505272875,0,0.0,2.3978952727983707,5.185055345498922,0.0,0.018181818,0.0,0.0,Nov,4,2,7,2,Returning_Visitor,False,2.772588722239781,5.625820933078381,18.433333331333333,Returning_Visitor_False
0,0.0,0,0.0,2.4849066497880004,7.526502136965832,0.027272727,0.054545455,0.0,0.0,Sep,2,2,1,1,Returning_Visitor,False,2.4849066497880004,7.526502136965832,168.6909090909091,Returning_Visitor_False
0,0.0,0,0.0,2.0794415416798357,5.31443674842792,0.0,0.028571429,0.0,0.0,Dec,1,1,2,2,Returning_Visitor,False,2.0794415416798357,5.31443674842792,28.892857142857142,Returning_Visitor_False
1,2.772588722239781,1,1.6094379124341003,3.912023005428146,6.56858774659247,0.0,0.002040816,0.0,0.0,Dec,1,1,1,2,New_Visitor,False,3.9512437185814275,6.594910046689989,14.320845003921567,New_Visitor_False
0,0.0,0,0.0,2.3978952727983707,5.5039756036569125,0.005,0.065,0.0,0.0,Dec,1,1,1,1,Returning_Visitor,False,2.3978952727983707,5.5039756036569125,24.466666670000002,Returning_Visitor_False
1,5.187385805840755,0,0.0,1.3862943611198906,4.709530201312334,0.0,0.016666667,0.0,0.2,May,3,2,3,4,Returning_Visitor,False,1.6094379124341003,5.666426688112432,72.0,Returning_Visitor_False
4,4.5217885770490405,0,0.0,3.044522437723423,6.2890195959360025,0.0,0.01,0.0,0.0,Dec,8,13,9,20,Other,False,3.2188758248682006,6.445124404065814,26.192708333333332,Other_False
13,5.331268466687723,0,0.0,2.3978952727983707,5.0632277442154265,0.011764706,0.033333333,0.0,0.0,Oct,2,6,2,20,Returning_Visitor,True,3.1780538303479458,5.896604266084021,15.77391304347826,Returning_Visitor_True
14,5.78836869109755,6,3.1612467120315646,3.2188758248682006,5.8878525019842725,0.024324324,0.042342342,0.0,0.0,Sep,1,1,2,4,Returning_Visitor,True,3.8066624897703196,6.563446416059541,16.084318181818183,Returning_Visitor_True
4,4.394449154672439,0,0.0,5.7899601708972535,9.388204470715035,0.001849665,0.017527555,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,5.802118375377063,9.394878598474861,36.44130163636363,Returning_Visitor_False
3,4.3694478524670215,0,0.0,3.332204510175204,6.512611719896357,0.0125,0.039583333,2.205912422921261,0.0,May,2,2,4,4,Returning_Visitor,False,3.4339872044851463,6.622182092333357,25.019444443333335,Returning_Visitor_False
0,0.0,0,0.0,0.6931471805599453,0.0,0.2,0.2,0.0,0.0,Nov,3,2,2,11,Returning_Visitor,True,0.6931471805599453,0.0,0.0,Returning_Visitor_True
1,0.0,0,0.0,3.784189633918261,7.160604331679958,0.004545455,0.030266123,1.6656845615095213,0.0,Mar,3,2,1,6,Returning_Visitor,False,3.8066624897703196,7.160604331679958,29.242929295454545,Returning_Visitor_False
0,0.0,0,0.0,0.6931471805599453,0.0,0.2,0.2,0.0,0.0,Mar,2,4,1,1,Returning_Visitor,False,0.6931471805599453,0.0,0.0,Returning_Visitor_False
0,0.0,0,0.0,1.9459101490553132,5.602909230563871,0.0,0.0375,0.0,0.0,May,3,2,9,2,Returning_Visitor,False,1.9459101490553132,5.602909230563871,45.035714283333334,Returning_Visitor_False
1,4.180522258463153,0,0.0,3.1354942159291497,7.768808104601677,0.0,0.043478261,0.0,0.0,Oct,2,2,1,2,Returning_Visitor,False,3.1780538303479458,7.795667112254596,105.6108695652174,Returning_Visitor_False
0,0.0,0,0.0,2.0794415416798357,4.350277936359301,0.007142857,0.066190476,0.0,0.0,May,3,2,1,1,Returning_Visitor,False,2.0794415416798357,4.350277936359301,10.928571428571429,Returning_Visitor_False
3,4.31748811353631,0,0.0,2.70805020110221,6.372181485470005,0.0,0.003703704,0.0,0.0,May,2,2,3,5,New_Visitor,False,2.8903717578961645,6.491229223463992,38.72549019411765,New_Visitor_False
0,0.0,0,0.0,2.4849066497880004,5.265019081146522,0.036363636,0.040909091,3.343395396892502,0.0,Oct,3,2,1,1,Returning_Visitor,True,2.4849066497880004,5.265019081146522,17.495454545454546,Returning_Visitor_True
2,5.7011122461003225,0,0.0,3.8918202981106265,7.5235443397606625,0.004081633,0.004421769,2.1474414952202063,0.0,Nov,1,1,2,2,Returning_Visitor,True,3.9318256327243257,7.6729052413009455,42.96633334,Returning_Visitor_True
0,0.0,0,0.0,1.3862943611198906,4.210645017918261,0.066666667,0.1,0.0,0.0,June,3,2,6,11,Returning_Visitor,True,1.3862943611198906,4.210645017918261,22.133333333333336,Returning_Visitor_True
3,2.538973871321434,0,0.0,3.6888794541139363,6.324798360634625,0.028947368,0.052076023,0.0,0.6,May,3,2,3,13,Returning_Visitor,False,3.7612001156935624,6.345481795848957,13.54552154214286,Returning_Visitor_False
4,5.870708345972182,0,0.0,3.2188758248682006,6.370043666655255,0.0,0.007692308,0.0,0.0,Nov,1,1,1,2,Returning_Visitor,False,3.367295829986474,6.843305642747519,33.44940476071429,Returning_Visitor_False
4,4.672828834461906,0,0.0,1.9459101490553132,5.200796411630286,0.0,0.025,0.0,0.0,Nov,3,6,3,2,New_Visitor,False,2.3978952727983707,5.660932963264816,28.64166667,New_Visitor_False
0,0.0,0,0.0,2.0794415416798357,5.320567975482857,0.0,0.033333333,0.0,0.0,Mar,1,1,1,9,New_Visitor,True,2.0794415416798357,5.320567975482857,29.071428571428573,New_Visitor_True
10,5.683579767338681,0,0.0,3.4011973816621555,7.107029545618512,0.0,0.015135135,2.2922917574164825,0.0,May,2,2,3,2,Returning_Visitor,True,3.6888794541139363,7.322191140624462,38.78247864102564,Returning_Visitor_True
0,0.0,0,0.0,2.5649493574615367,5.118492689753168,0.016666667,0.025,0.0,0.0,Nov,1,1,1,2,Returning_Visitor,True,2.5649493574615367,5.118492689753168,13.840277774999999,Returning_Visitor_True
11,5.098340874515361,3,4.22683374526818,4.394449154672439,7.805546905054698,0.004022989,0.017778905,1.6657575372221822,0.0,Nov,2,2,3,2,Returning_Visitor,False,4.553876891600541,7.8952227182767665,28.54709979787234,Returning_Visitor_False
1,3.6686767467964168,1,2.302585092994046,3.091042453358316,7.163559612535895,0.0,0.0,4.46732682767293,0.0,Nov,2,2,9,2,New_Visitor,False,3.1780538303479458,7.1994542727918525,58.160869565217396,New_Visitor_False
0,0.0,0,0.0,3.1354942159291497,6.7466569086005475,0.0,0.016666667,0.0,0.0,Mar,1,1,1,2,Returning_Visitor,False,3.1354942159291497,6.7466569086005475,38.64583333181818,Returning_Visitor_False
0,0.0,0,0.0,2.0794415416798357,6.113682179832232,0.0,0.033333333,3.928355566650119,0.0,Mar,2,2,4,1,New_Visitor,False,2.0794415416798357,6.113682179832232,64.42857142857143,New_Visitor_False
5,4.394449154672439,0,0.0,3.4011973816621555,6.865543430207598,0.0,0.001785714,0.0,0.0,May,2,4,1,3,New_Visitor,False,3.5553480614894135,6.9456931183546216,30.519607844117644,New_Visitor_False
4,4.483002552013883,1,3.044522437723423,3.6109179126442243,7.15474555703101,0.0,0.010810811,0.0,0.0,Mar,2,2,1,6,Returning_Visitor,False,3.7376696182833684,7.235378958767077,33.82113821951219,Returning_Visitor_False
1,4.023564380161053,0,0.0,1.6094379124341003,4.719688639133418,0.0,0.0,0.0,0.0,Aug,3,2,3,1,Returning_Visitor,False,1.791759469228055,5.118193393098008,33.20666666,Returning_Visitor_False
2,3.4258899942525267,0,0.0,3.8066624897703196,7.2523576413829565,0.008695652,0.026086957,0.0,0.0,Nov,2,2,1,8,Returning_Visitor,True,3.8501476017100584,7.2732165099041115,31.308229804347825,Returning_Visitor_True
5,4.327438444389479,0,0.0,2.70805020110221,6.241250029368613,0.0,0.023529412,0.0,0.0,Dec,2,7,7,8,New_Visitor,True,2.995732273553991,6.377152027607472,30.907894736842106,New_Visitor_True
7,5.109474592562508,1,3.3843902633457743,4.7535901911063645,8.13992639039856,0.0,0.016290123,1.7867837463246758,0.0,Nov,2,2,4,10,Returning_Visitor,False,4.820281565605037,8.194712284657987,29.436982189430896,Returning_Visitor_False
15,5.255148871146658,2,1.9459101490553132,3.091042453358316,5.640665165340723,0.031313131,0.043198653,0.0,0.0,Oct,1,1,7,3,Returning_Visitor,False,3.6635616461296463,6.170029055024225,12.557894736842105,Returning_Visitor_False
1,5.4638318050256105,0,0.0,1.3862943611198906,4.856706811803519,0.0,0.025,0.0,0.0,Dec,2,2,1,2,New_Visitor,False,1.6094379124341003,5.896054362303324,90.65,New_Visitor_False
1,1.6094379124341003,0,0.0,3.044522437723423,6.157990714716689,0.0,0.004545455,3.5251396470012297,0.0,Jul,1,1,1,4,Returning_Visitor,False,3.091042453358316,6.16642108570035,22.641798942857143,Returning_Visitor_False
5,5.236973736306985,0,0.0,4.624972813284271,8.88485627737697,0.001960784,0.013366013,1.609074674671251,0.0,Nov,2,2,7,3,Returning_Visitor,False,4.672828834461906,8.910434109902075,69.88562893396227,Returning_Visitor_False
1,3.4122472177388503,0,0.0,1.9459101490553132,5.803376395520269,0.0,0.023809524,0.0,0.0,Dec,3,3,4,8,New_Visitor,False,2.0794415416798357,5.88818519773714,51.39285714714286,New_Visitor_False
0,0.0,0,0.0,1.9459101490553132,6.486160788944089,0.033333333,0.022222222,0.0,0.0,May,1,1,1,3,Returning_Visitor,True,1.9459101490553132,6.486160788944089,109.16666666666667,Returning_Visitor_True
0,0.0,0,0.0,2.302585092994046,6.792344427470809,0.044444444,0.066666667,0.0,0.4,May,2,2,6,19,Returning_Visitor,False,2.302585092994046,6.792344427470809,98.88888888888889,Returning_Visitor_False
0,0.0,0,0.0,4.276666119016055,7.496004799527832,0.016901408,0.047183099,0.0,0.6,May,2,4,8,6,Returning_Visitor,False,4.276666119016055,7.496004799527832,25.349765253521127,Returning_Visitor_False
0,0.0,0,0.0,2.0794415416798357,4.738389029774314,0.00952381,0.080952381,0.0,0.0,Dec,2,2,4,10,Returning_Visitor,False,2.0794415416798357,4.738389029774314,16.178571428571427,Returning_Visitor_False
1,3.258096538021482,0,0.0,3.58351893845611,7.359785856237623,0.0,0.002941176,2.6442789673910063,0.0,May,2,2,6,4,Returning_Visitor,True,3.6109179126442243,7.375569012154837,44.31944444444444,Returning_Visitor_True
6,5.5002372814106195,0,0.0,2.1972245773362196,5.148946909893768,0.038888889,0.067222222,0.0,0.0,Dec,3,2,3,1,Returning_Visitor,False,2.70805020110221,6.030685260261263,29.642857142857142,Returning_Visitor_False
0,0.0,1,2.6390573296152584,4.762173934797756,8.318352906907165,0.016480331,0.022530582,0.0,0.0,Dec,3,2,1,13,Returning_Visitor,False,4.770684624465665,8.321519853293125,35.13165805982906,Returning_Visitor_False
0,0.0,0,0.0,1.791759469228055,4.889095209311219,0.0,0.013333333,3.6146381442634463,0.0,June,1,1,1,5,New_Visitor,False,1.791759469228055,4.889095209311219,26.36666666,New_Visitor_False
0,0.0,0,0.0,3.4011973816621555,6.427297191832543,0.006896552,0.01954023,0.0,0.0,Mar,2,2,3,10,Returning_Visitor,False,3.4011973816621555,6.427297191832543,21.29310344827586,Returning_Visitor_False
1,2.4849066497880004,0,0.0,1.9459101490553132,3.7999735016195233,0.0,0.057142857,0.0,0.0,Oct,2,2,1,2,Returning_Visitor,False,2.0794415416798357,4.019980146933238,7.814285714285715,Returning_Visitor_False
0,0.0,0,0.0,2.995732273553991,6.8687372119267485,0.015789474,0.051754386,0.0,0.0,May,2,2,4,6,Returning_Visitor,True,2.995732273553991,6.8687372119267485,50.56491227894737,Returning_Visitor_True
0,0.0,0,0.0,3.9318256327243257,6.908588265252724,0.0,0.009,0.0,0.0,Dec,2,2,1,8,New_Visitor,True,3.9318256327243257,6.908588265252724,19.996666666,New_Visitor_True
3,5.018934096910951,0,0.0,4.276666119016055,7.633775261986686,0.006103286,0.015796946,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,4.31748811353631,7.703949976529702,29.947137364864865,Returning_Visitor_False
7,4.961717344062558,0,0.0,3.5263605246161616,6.189413479157552,0.006666667,0.028784722,2.5526119653971864,0.0,June,2,2,3,1,Returning_Visitor,False,3.713572066704308,6.444765311765863,15.709973677499999,Returning_Visitor_False
0,0.0,0,0.0,2.6390573296152584,5.1920304958447225,0.0,0.038461538,0.0,0.6,May,2,2,1,2,Returning_Visitor,False,2.6390573296152584,5.1920304958447225,13.756410253846154,Returning_Visitor_False
0,0.0,0,0.0,2.302585092994046,5.966146739123692,0.122222222,0.122222222,0.0,0.2,May,3,2,2,13,Returning_Visitor,False,2.302585092994046,5.966146739123692,43.22222222222222,Returning_Visitor_False
1,5.094976442530006,0,0.0,1.9459101490553132,5.057518879995106,0.014285714,0.1,0.0,0.0,Jul,3,2,3,1,Returning_Visitor,False,2.0794415416798357,5.766444235780912,45.48571428571428,Returning_Visitor_False
0,0.0,0,0.0,2.4849066497880004,4.705015520957808,0.0,0.022222222,0.0,0.0,Dec,4,1,1,8,New_Visitor,False,2.4849066497880004,4.705015520957808,9.954545454545455,New_Visitor_False
0,0.0,0,0.0,0.6931471805599453,0.0,0.2,0.2,0.0,0.0,Jul,3,2,1,13,Returning_Visitor,False,0.6931471805599453,0.0,0.0,Returning_Visitor_False
3,2.533696813957432,0,0.0,3.258096538021482,6.237112953762261,0.007692308,0.023076923,0.0,0.0,Oct,2,2,2,1,Returning_Visitor,False,3.367295829986474,6.259543222415938,18.642142857142858,Returning_Visitor_False
2,4.430816798843313,0,0.0,2.772588722239781,6.447305862541213,0.0,0.003333333,3.766540682700498,0.0,Dec,4,1,3,1,Returning_Visitor,True,2.8903717578961645,6.570882962339584,41.94117647058823,Returning_Visitor_True
1,5.470167623474696,5,7.226027175387924,4.955827057601261,7.950043259612021,0.009684685,0.020551802,0.0,0.0,Nov,2,2,3,2,Returning_Visitor,False,4.997212273764115,8.3997483128533,30.23773890476191,Returning_Visitor_False
0,0.0,0,0.0,1.6094379124341003,4.634728988229636,0.0,0.05,0.0,0.0,Mar,2,2,3,2,Returning_Visitor,False,1.6094379124341003,4.634728988229636,25.5,Returning_Visitor_False
4,4.665951658561626,0,0.0,3.58351893845611,6.487204088877153,0.0,0.005128205,0.0,0.0,Nov,2,10,7,2,New_Visitor,True,3.6888794541139363,6.635882811660288,19.51157509230769,New_Visitor_True
5,4.63989362172452,0,0.0,4.31748811353631,7.782261184628984,0.002699055,0.020349845,2.774666643739797,0.0,Mar,2,5,6,1,Returning_Visitor,False,4.382026634673881,7.82413546657501,31.63574239620253,Returning_Visitor_False
6,5.17105201550216,0,0.0,1.3862943611198906,3.353406717825807,0.0,0.011111111,0.0,0.0,Jul,2,10,3,5,New_Visitor,False,2.302585092994046,5.31664832323276,22.522222222222222,New_Visitor_False
0,0.0,0,0.0,2.0794415416798357,4.804021044733257,0.028571429,0.057142857,0.0,0.0,Dec,2,2,7,3,Returning_Visitor,True,2.0794415416798357,4.804021044733257,17.285714285714285,Returning_Visitor_True
3,3.415757532993485,1,0.0,1.6094379124341003,2.787477334733532,0.0,0.039583333,0.0,0.0,Sep,2,2,8,2,Returning_Visitor,False,2.1972245773362196,3.821660565347755,5.585,Returning_Visitor_False
0,0.0,0,0.0,2.4849066497880004,6.724953606911286,0.0,0.02037037,0.0,0.8,May,3,2,6,14,Returning_Visitor,False,2.4849066497880004,6.724953606911286,75.63030302727272,Returning_Visitor_False
1,3.828641396489095,0,0.0,2.1972245773362196,5.214935757608986,0.0,0.011111111,0.0,0.0,May,1,1,1,4,Returning_Visitor,False,2.302585092994046,5.43372200355424,25.333333333333332,Returning_Visitor_False
0,0.0,0,0.0,2.302585092994046,5.034351820713572,0.044444444,0.096296296,0.0,0.0,June,2,2,1,3,Returning_Visitor,False,2.302585092994046,5.034351820713572,16.955555555555556,Returning_Visitor_False
0,0.0,0,0.0,1.3862943611198906,3.0081547935525483,0.0,0.066666667,0.0,0.0,Nov,1,1,8,2,Returning_Visitor,True,1.3862943611198906,3.0081547935525483,6.416666666666667,Returning_Visitor_True
0,0.0,2,6.100318952020064,3.6635616461296463,6.905268857095612,0.000854701,0.016544567,0.0,0.0,Mar,2,2,3,2,Returning_Visitor,False,3.713572066704308,7.274144552353635,36.0379166675,Returning_Visitor_False
0,0.0,0,0.0,1.3862943611198906,2.995732273553991,0.066666667,0.133333333,0.0,0.0,Nov,2,5,3,10,Returning_Visitor,False,1.3862943611198906,2.995732273553991,6.333333333333333,Returning_Visitor_False
5,4.914491433543353,0,0.0,3.295836866004329,6.679590212311659,0.007407407,0.026419753,3.5393554927901847,0.0,Dec,1,1,1,2,Returning_Visitor,False,3.4657359027997265,6.836520099436165,30.0078341,Returning_Visitor_False
1,3.6375861597263857,0,0.0,3.1780538303479458,7.505492274737424,0.053333333,0.073696145,0.0,0.0,May,3,2,1,13,Returning_Visitor,False,3.2188758248682006,7.5256399750415355,77.25,Returning_Visitor_False
0,0.0,0,0.0,1.791759469228055,4.579852378003801,0.0,0.04,0.0,0.0,Mar,2,2,1,3,Returning_Visitor,False,1.791759469228055,4.579852378003801,19.3,Returning_Visitor_False
3,4.22683374526818,0,0.0,3.4339872044851463,6.636930323596779,0.0,0.015053763,3.0113226599438727,0.0,Dec,2,4,1,1,Returning_Visitor,True,3.5263605246161616,6.721726860256856,25.12878787878788,Returning_Visitor_True
0,0.0,0,0.0,1.3862943611198906,0.0,0.2,0.2,0.0,0.0,Nov,2,2,1,1,Returning_Visitor,False,1.3862943611198906,0.0,0.0,Returning_Visitor_False
4,4.952123023028587,1,0.0,3.8918202981106265,7.133743910414934,0.014038462,0.024738632,0.0,0.0,Nov,3,2,1,2,Returning_Visitor,True,3.9889840465642745,7.239958712930516,26.2837059245283,Returning_Visitor_True
0,0.0,0,0.0,2.1972245773362196,6.588926477533519,0.075,0.108333333,0.0,0.6,May,2,2,1,19,Returning_Visitor,False,2.1972245773362196,6.588926477533519,90.75,Returning_Visitor_False
5,4.418840607796598,1,4.930870325627393,4.77912349311153,7.861763992782061,0.001680672,0.012371615,3.682567986136384,0.0,Nov,2,2,1,1,Returning_Visitor,False,4.8283137373023015,7.942929181764136,22.69835349193548,Returning_Visitor_False
7,4.883407799611873,1,4.835487941050301,5.075173815233827,8.380917408280405,0.001204819,0.008667383,1.9526308741605827,0.0,Jul,2,10,2,2,Returning_Visitor,False,5.123963979403259,8.437931291766096,27.65263324550898,Returning_Visitor_False
0,0.0,0,0.0,1.3862943611198906,2.772588722239781,0.0,0.066666667,0.0,0.0,Mar,2,4,3,1,Returning_Visitor,True,1.3862943611198906,2.772588722239781,5.0,Returning_Visitor_True
0,0.0,0,0.0,3.1354942159291497,6.465392756822034,0.00952381,0.00952381,3.570158182514331,0.0,Oct,1,1,1,2,Returning_Visitor,False,3.1354942159291497,6.465392756822034,29.159848486363636,Returning_Visitor_False
7,4.924835304535054,1,2.0794415416798357,3.258096538021482,6.534563731375856,0.013793103,0.014022989,1.8046946056352975,0.0,May,1,2,3,4,New_Visitor,False,3.5263605246161616,6.724072796548841,25.187878787878788,New_Visitor_False
2,3.919991175077323,0,0.0,3.828641396489095,7.33115276328872,0.0,0.004444444,4.775896385714888,0.0,Sep,2,2,3,2,Returning_Visitor,True,3.871201010907891,7.362988606141419,33.522152978723405,Returning_Visitor_True
0,0.0,0,0.0,2.8903717578961645,4.189654742026425,0.047058824,0.076470588,0.0,0.8,May,2,2,1,3,Returning_Visitor,False,2.8903717578961645,4.189654742026425,3.823529411764706,Returning_Visitor_False
4,4.6443908991413725,1,3.7376696182833684,2.833213344056216,6.246106765481563,0.0,0.010526316,0.0,0.0,Mar,3,2,3,6,Returning_Visitor,True,3.091042453358316,6.492239835020471,31.38095238095238,Returning_Visitor_True
0,0.0,1,5.697764402330638,2.1972245773362196,5.7722715156418785,0.0,0.044444444,2.9336058931311193,0.0,Oct,2,2,1,20,Returning_Visitor,False,2.302585092994046,6.427243296604958,68.6074074111111,Returning_Visitor_False
6,4.7318028369214575,0,0.0,4.465908118654584,7.621799365348064,0.000387597,0.00786268,1.9331797717056873,0.0,Nov,2,4,1,2,Returning_Visitor,False,4.532599493153256,7.6754223522020455,23.410147282608694,Returning_Visitor_False
4,4.465908118654584,0,0.0,3.5553480614894135,8.446298591217555,0.006306306,0.038438438,1.8222009360137317,0.0,May,2,2,1,2,Returning_Visitor,False,3.6635616461296463,8.46459385842618,124.81053594736844,Returning_Visitor_False
11,6.404897824865323,2,4.641984159110808,5.723585101952381,8.521051396760711,0.001607717,0.005625881,0.0,0.0,Oct,3,2,6,3,Returning_Visitor,False,5.765191102784844,8.652751229581645,18.00276191509434,Returning_Visitor_False
16,5.756200926083765,6,5.0030510509618615,5.159055299214529,8.741299138039484,0.002531328,0.010737154,0.0,0.0,Mar,2,2,2,2,Returning_Visitor,False,5.278114659230517,8.81269900628749,34.451433431282055,Returning_Visitor_False
4,4.882801922586371,1,0.0,3.6888794541139363,7.469621593724122,0.020075188,0.03374269,0.0,0.2,May,1,1,3,4,Returning_Visitor,False,3.8066624897703196,7.541652784833755,42.816883113636365,Returning_Visitor_False
0,0.0,0,0.0,3.6375861597263857,6.667444374941023,0.05,0.079573935,0.0,0.6,May,2,2,3,11,Returning_Visitor,False,3.6375861597263857,6.667444374941023,21.226576575675676,Returning_Visitor_False
2,4.886582645426277,2,4.605170185988092,4.574710978503383,8.172538427077118,0.010550214,0.020522711,0.0,0.0,Nov,3,2,1,2,Returning_Visitor,False,4.61512051684126,8.235579202317314,37.71824493,Returning_Visitor_False
0,0.0,0,0.0,2.4849066497880004,5.8805329864007,0.018181818,0.036363636,0.0,0.0,Dec,2,2,7,2,Returning_Visitor,True,2.4849066497880004,5.8805329864007,32.45454545454545,Returning_Visitor_True
0,0.0,0,0.0,2.833213344056216,4.382026634673881,0.025,0.0375,0.0,0.0,May,2,2,2,4,Returning_Visitor,True,2.833213344056216,4.382026634673881,4.9375,Returning_Visitor_True
